"Sale Price"	"Lot Size"	"Waterfront"	"Age"	"Central Air"	"Fuel Type"	"Condition"	"Living Area"	"Pct College"	"Full Baths"	"Half Baths"	"Bedrooms"	"Fireplaces"
144200	1.19	No	16	No	Electric	2	1290	62	2	0	3	0
190300	0.43	No	18	No	Gas	3	1724	35	1	1	3	1
345000	0.75	No	4	Yes	Oil	3	3330	64	2	1	4	1
258000	0.19	No	110	No	Oil	3	1566	62	2	0	3	0
151000	0.15	No	13	No	Gas	3	1008	36	1	0	3	0
272000	0.23	No	9	Yes	Oil	3	1678	40	2	1	3	1
132000	0.15	No	16	No	Gas	3	1385	52	1	1	2	1
133797	0.06	No	20	No	Oil	3	1480	63	1	1	3	1
153000	0.55	No	17	No	Gas	3	1080	52	1	0	2	0
233000	0.09	No	12	Yes	Oil	3	2040	52	2	1	4	1
295000	0.03	No	16	Yes	Oil	3	1740	57	2	1	3	1
350000	5.84	No	12	Yes	Oil	4	2916	64	2	1	3	1
190000	0.39	No	29	No	Oil	3	2310	64	2	1	5	1
381307	0.45	No	1	Yes	Oil	3	3045	61	2	1	4	1
84500	0.24	No	106	No	Oil	3	1298	38	1	0	3	0
235000	6.49	No	31	Yes	Electric	3	2664	62	2	0	4	1
114000	0.26	No	26	No	Electric	3	1700	39	1	1	3	1
237500	0.58	No	16	Yes	Oil	3	2086	64	2	1	4	1
169600	0.31	No	18	No	Gas	3	1392	40	1	1	3	1
121900	0.92	No	83	No	Electric	2	1837	64	1	1	4	1
158500	0.27	No	28	No	Oil	3	1664	62	1	0	3	1
79900	0.18	No	154	No	Electric	3	950	54	1	1	2	0
245000	0.03	No	5	Yes	Oil	3	1428	62	2	1	2	1
500200	1.19	No	10	Yes	Oil	3	2702	64	2	1	3	1
245000	0.48	No	6	Yes	Oil	3	2524	64	2	1	4	1
168900	0.16	No	0	Yes	Oil	3	1672	57	2	1	3	0
439000	0.53	No	4	Yes	Oil	4	3085	62	2	1	4	1
149900	1	No	28	No	Electric	3	2012	52	1	0	3	0
95000	0.25	No	5	No	Oil	3	1058	36	1	1	2	0
159900	0.34	No	1	No	Oil	3	1944	71	2	0	3	1
115540	0.2	No	104	No	Oil	2	1074	57	1	0	3	0
239900	0.49	No	0	Yes	Oil	3	1868	33	2	1	3	1
449105	0.69	No	0	Yes	Oil	3	3434	64	2	1	4	1
38000	0.13	No	125	No	Wood	3	816	44	1	0	3	0
246000	0.57	No	34	No	Oil	3	2564	64	2	1	4	1
171500	0.31	No	37	No	Oil	3	1782	63	1	1	3	1
138000	0.31	No	39	No	Oil	3	1672	63	1	1	4	0
168365	0.16	No	1	No	Oil	3	1376	52	2	0	2	1
95000	0.14	No	115	No	Oil	3	1450	36	1	0	4	0
126000	3.96	No	2	No	Electric	3	720	30	1	0	2	0
219900	1.1	No	124	No	Electric	3	2289	60	1	1	4	1
137000	0.21	No	11	No	Oil	3	1616	64	2	1	3	1
178000	0.06	No	18	Yes	Gas	3	1302	64	2	1	2	0
272000	0.65	No	14	Yes	Oil	3	1836	62	1	1	3	1
265000	1.83	No	19	Yes	Oil	3	2120	64	2	0	3	1
180000	0.32	No	16	No	Gas	3	1561	52	1	1	3	1
303000	0.18	No	20	No	Gas	3	2240	57	2	1	4	1
207953	1.09	No	0	No	Oil	3	2051	52	2	1	4	1
214000	0.5	No	0	No	Oil	4	2293	52	2	1	4	1
174000	0.06	No	21	No	Oil	3	1479	61	1	1	3	0
490000	2.5	No	49	Yes	Electric	3	3208	75	3	0	4	2
235000	0.81	No	15	No	Electric	3	2120	57	3	1	4	1
165000	0.93	No	13	No	Oil	3	1352	64	1	0	3	0
215000	0.54	No	2	Yes	Oil	4	2225	57	2	1	4	1
290000	0.27	No	5	No	Oil	3	1879	64	2	1	3	1
150000	0.52	No	34	No	Electric	3	1664	63	1	1	3	0
112000	0.02	No	19	Yes	Oil	3	1281	63	2	1	2	1
201400	0.49	No	30	No	Oil	3	1876	64	2	1	3	1
315000	0.6	No	20	Yes	Oil	3	2702	64	2	1	4	3
107500	0.21	No	3	No	Oil	3	952	44	2	0	3	0
195000	0.33	No	16	No	Gas	3	1561	54	1	1	3	0
270000	0.32	No	4	Yes	Oil	3	2266	63	2	1	4	1
140000	0.16	No	17	No	Oil	3	1227	64	2	0	3	0
418900	0.5	No	1	No	Oil	3	2702	61	2	1	4	1
140000	1	No	78	No	Electric	3	1152	64	1	0	2	0
1155000	5.88	No	2	Yes	Oil	4	5632	57	5	1	4	1
175000	0.11	No	105	No	Oil	3	1331	62	1	0	3	0
215000	0.49	No	28	No	Oil	3	1196	64	2	0	4	1
210000	0.16	No	13	Yes	Oil	3	1352	61	1	1	2	1
149000	0.15	No	20	No	Gas	3	988	40	1	0	2	0
120000	0.21	No	76	Yes	Oil	3	1360	54	1	0	3	1
380000	0.04	No	18	Yes	Oil	3	1675	62	2	1	2	1
104900	0.14	No	0	No	Oil	3	1380	36	2	0	3	0
164700	0.18	No	103	No	Oil	3	1072	57	1	0	3	0
79500	2.96	No	16	No	Oil	3	1948	57	2	0	3	0
237000	0.27	No	23	Yes	Gas	3	1600	61	1	1	3	0
367500	0.27	No	2	Yes	Oil	3	2205	57	2	1	3	1
119900	0.18	No	2	Yes	Oil	3	840	36	1	0	1	0
295000	0.1	No	8	No	Oil	3	2048	63	2	1	3	1
286887	2	No	0	Yes	Electric	4	2524	71	2	1	3	1
167500	0.93	No	9	No	Electric	3	1248	62	2	0	3	0
270000	1	No	9	No	Oil	3	2110	64	2	1	3	1
208000	0.54	No	11	Yes	Oil	4	2190	57	2	1	4	0
232000	0.32	No	0	No	Oil	3	2100	64	2	1	4	0
315000	0.96	No	14	Yes	Oil	4	2538	57	2	1	4	1
374900	0.56	No	7	No	Oil	3	2526	62	2	1	4	1
300000	0.52	No	10	Yes	Oil	3	2436	64	2	1	4	1
168000	0.08	No	9	Yes	Oil	3	1536	36	1	1	3	0
285000	0.39	No	19	Yes	Gas	3	2300	62	2	1	4	1
290000	0.23	No	48	Yes	Oil	3	1402	57	2	1	3	0
189900	0.39	No	30	No	Oil	3	1618	63	1	1	4	1
214997	0.15	No	0	No	Oil	3	1845	52	2	1	2	1
185900	0.5	No	8	Yes	Oil	3	1865	54	2	1	3	0
240000	0.93	No	31	No	Electric	3	3284	71	2	0	4	1
149900	0.12	No	1	No	Oil	3	1242	41	2	0	2	1
1095250	1	No	17	Yes	Oil	4	4491	62	3	1	5	2
128500	0.1	No	113	No	Oil	3	1098	57	1	0	2	0
169900	2.02	No	9	No	Electric	3	1872	47	2	0	3	1
151400	0.18	No	52	No	Oil	3	1557	33	1	0	4	0
361921	0.46	No	1	Yes	Oil	3	2555	61	2	1	4	1
192000	0.63	No	15	No	Oil	3	2226	64	2	1	4	1
139000	0.44	No	30	No	Gas	3	1690	54	1	1	4	1
399000	0.25	No	152	No	Oil	3	2128	62	1	1	3	1
215000	0.4	No	30	Yes	Oil	3	2182	63	2	0	4	1
329000	5	No	5	Yes	Oil	3	2514	47	2	1	4	1
60000	0.4	No	0	No	Oil	4	2458	64	2	1	4	1
225000	0.47	No	2	Yes	Oil	3	1650	33	2	0	3	1
120000	0.13	No	22	No	Oil	3	924	61	1	0	2	1
424900	0.14	No	8	Yes	Oil	3	2088	62	2	1	3	0
487000	0.71	No	2	Yes	Oil	3	3152	64	3	1	4	1
147000	0.15	No	20	No	Oil	3	1184	40	2	0	3	1
229000	0.87	No	9	No	Oil	3	2219	64	2	0	3	1
120000	0.49	No	30	No	Oil	3	1272	57	1	0	3	0
185000	0.64	No	3	No	Electric	3	1440	21	2	0	2	0
128000	0.62	No	36	No	Electric	3	1360	57	1	1	3	0
315000	1	No	170	No	Oil	3	1374	36	1	1	3	1
330000	0.28	No	17	No	Oil	3	2274	61	2	1	4	1
288900	0.52	No	1	Yes	Oil	3	2179	64	2	1	4	1
415000	0.5	No	5	Yes	Oil	3	3337	63	2	1	4	1
60000	0.4	No	0	No	Oil	4	2458	64	2	1	4	1
107000	0.46	No	25	No	Oil	3	1712	51	1	0	3	1
124900	0.17	No	19	No	Gas	3	912	54	1	1	2	0
210000	0.15	No	123	No	Oil	4	1684	57	1	1	2	0
175000	1.88	No	18	Yes	Gas	4	1560	27	1	1	3	1
403000	0.14	No	1	Yes	Oil	3	3126	64	2	1	4	1
229860	0.47	No	0	Yes	Oil	3	1857	64	2	1	3	1
253000	0.45	No	32	No	Oil	3	1876	64	2	0	4	1
210500	0.02	No	15	No	Oil	3	1876	40	2	0	3	0
145435	0.35	No	0	Yes	Oil	3	1416	44	2	0	3	1
224900	0.11	No	25	No	Oil	3	2208	64	2	1	4	1
100600	0.17	No	19	No	Gas	3	912	52	1	1	2	0
202500	0.43	No	17	No	Gas	3	1704	63	2	1	3	1
174900	0.34	No	4	No	Electric	3	1976	45	2	1	4	1
127000	0.16	No	20	Yes	Oil	3	1314	63	1	1	2	1
115000	0.08	No	19	No	Gas	3	1480	64	1	1	3	0
130000	0.22	No	23	No	Gas	3	1012	63	2	0	3	0
141000	0.11	No	88	Yes	Oil	3	1464	41	1	0	2	0
386847	0.94	No	0	No	Oil	3	3310	63	2	1	5	1
101000	0.15	No	19	No	Gas	3	908	54	1	0	1	0
210000	0.47	No	27	No	Gas	3	2016	63	1	1	3	1
177895	0.57	No	0	No	Oil	3	1836	57	2	1	3	1
167000	0.99	No	17	No	Gas	3	1454	39	1	1	3	0
187000	0.24	No	21	Yes	Oil	3	1228	64	1	1	3	0
309000	1.89	No	10	Yes	Oil	3	2032	57	2	1	4	1
281000	0.49	No	7	Yes	Oil	3	2256	64	2	1	3	1
193127	0.19	No	0	Yes	Oil	3	1752	57	2	1	3	0
243000	0.34	No	0	Yes	Oil	3	2393	57	2	1	3	1
293540	0.37	No	0	Yes	Oil	5	2369	62	2	1	3	1
211950	0.36	No	1	Yes	Oil	3	2342	64	2	1	4	1
90000	0.21	No	18	Yes	Gas	3	1234	64	2	0	2	1
295000	0.14	No	29	No	Gas	3	1474	62	2	0	3	1
425000	0.69	No	3	Yes	Oil	3	2291	57	3	0	3	1
97400	0.17	No	19	No	Gas	3	988	52	2	0	2	1
358800	0.69	No	4	Yes	Oil	4	2826	62	2	1	4	1
317700	5.03	No	0	Yes	Oil	4	2258	52	2	1	3	1
450000	0.06	No	16	Yes	Oil	3	1809	62	2	1	3	1
565000	2	No	17	Yes	Oil	4	3084	62	2	1	4	2
299000	0.81	No	0	Yes	Oil	3	2936	64	2	1	4	1
186500	0.46	No	16	Yes	Oil	3	1631	57	2	0	3	1
199443	0.08	No	1	No	Oil	3	2026	27	2	1	4	1
234130	0.24	No	0	Yes	Oil	3	2217	63	2	1	4	1
119000	0.1	No	40	No	Electric	2	1189	21	1	0	3	0
170000	0.52	No	39	Yes	Oil	3	2247	38	2	1	5	1
267000	0.33	No	2	Yes	Oil	3	2455	64	2	1	4	2
148200	0.12	No	6	No	Oil	3	1432	64	1	1	3	1
165900	0.16	No	21	No	Gas	3	1184	40	1	1	2	0
155000	0.33	No	45	No	Oil	3	1234	36	1	1	3	0
165500	0.2	No	22	Yes	Oil	3	1375	64	1	1	2	1
195500	0.21	No	4	Yes	Oil	3	1292	54	2	0	3	0
172000	0.34	No	38	No	Oil	3	1368	40	1	1	3	0
165000	0.53	No	26	No	Gas	3	1632	57	1	1	3	1
230060	0.46	No	0	Yes	Oil	3	2134	64	2	1	3	1
367000	0.71	No	19	Yes	Oil	3	2736	61	2	1	4	1
97000	0.16	No	25	Yes	Oil	3	1132	64	1	0	2	1
145000	0.28	No	27	Yes	Gas	3	1671	57	1	1	3	0
259289	0.19	No	0	Yes	Oil	3	2244	57	2	1	4	1
300300	0.13	No	52	No	Oil	3	1208	62	1	0	3	0
137000	0.36	No	48	No	Oil	3	960	36	1	0	2	0
243000	0.82	No	12	No	Oil	3	2443	44	2	1	3	0
171000	0.25	No	9	Yes	Oil	3	1348	52	2	0	4	0
328000	0.7	No	18	Yes	Oil	3	2247	57	2	1	4	1
195000	0.46	No	28	No	Gas	3	1232	61	1	0	3	1
155000	2.15	No	1	Yes	Oil	3	1488	38	2	1	3	1
165360	0.35	No	13	No	Oil	3	1344	36	1	1	3	0
229000	2	No	14	No	Electric	3	2137	27	2	1	3	1
162000	0.24	No	33	No	Oil	3	1368	57	1	0	3	0
173000	0.33	No	16	Yes	Gas	3	1596	64	2	0	3	1
523005	0.05	No	0	No	Oil	5	2342	62	3	1	4	1
85900	0.13	No	15	No	Oil	3	1480	52	2	1	2	1
332750	0.01	No	41	No	Electric	3	1016	57	2	0	2	0
240000	0.15	No	103	No	Oil	2	1457	57	1	1	2	0
323413	5.76	No	1	Yes	Oil	4	2635	52	2	1	3	1
342202	0.44	No	1	Yes	Oil	3	2711	40	2	1	4	1
401115	0.53	No	1	Yes	Oil	3	3020	64	2	1	4	1
163500	0.16	No	14	No	Oil	3	1512	36	2	0	3	0
375000	0.47	No	1	Yes	Oil	3	2506	64	2	1	4	2
120820	0.34	No	1	No	Oil	3	1272	44	1	1	3	0
122700	0.25	No	33	No	Oil	3	936	57	1	0	3	0
237500	0.74	No	0	Yes	Oil	3	2374	64	2	1	4	1
367000	0.38	No	6	No	Oil	3	2651	40	2	1	3	1
82800	0.11	No	225	No	Oil	3	1483	52	1	0	3	0
155000	0.24	No	12	Yes	Oil	3	1728	52	2	1	3	0
147000	0.15	No	20	No	Oil	3	1184	40	2	0	3	1
122500	0.14	No	15	Yes	Oil	3	1480	54	1	1	3	1
172700	0.34	No	18	No	Gas	3	1638	52	2	0	3	1
160500	0.16	No	17	No	Gas	3	1514	54	1	1	3	1
240000	0.14	No	75	No	Oil	3	1216	57	1	1	3	0
138000	1.42	No	10	No	Oil	3	1296	36	2	0	2	0
220000	0.31	No	18	No	Oil	3	1656	54	2	0	3	1
252828	1	No	0	No	Oil	3	2649	64	2	1	4	1
89000	0.49	No	76	No	Oil	3	1568	52	1	0	4	1
180000	0.22	No	104	No	Oil	3	1052	57	1	0	3	0
238600	0.46	No	1	No	Oil	3	2404	64	2	1	4	1
200000	0.32	No	11	No	Oil	3	1336	63	2	0	3	0
274867	0.46	No	1	Yes	Oil	3	2777	64	2	1	4	1
106500	0.06	No	16	Yes	Gas	3	1302	64	1	1	2	0
115000	0.62	No	9	No	Oil	3	936	44	1	0	3	0
347000	0.35	No	12	Yes	Oil	3	1973	64	2	1	4	1
182000	0.35	No	40	Yes	Oil	4	2080	64	1	1	4	1
177500	0.31	No	19	No	Oil	3	1508	40	1	1	3	1
480000	0.34	No	5	Yes	Oil	3	2496	62	2	1	3	1
126900	0.25	No	10	No	Oil	3	1596	52	2	1	3	0
266000	0.61	No	47	No	Oil	3	1848	52	1	1	4	1
200800	0.3	No	24	Yes	Gas	3	1876	54	2	1	3	1
105000	0.36	No	20	No	Gas	3	1144	63	1	1	2	0
175000	0.22	No	4	Yes	Oil	3	1292	54	2	0	3	1
159500	0.29	No	26	Yes	Oil	3	1684	64	2	1	3	1
166500	0.1	No	115	No	Oil	3	812	62	1	0	2	0
900000	0.69	No	2	Yes	Oil	3	3800	57	3	1	4	3
157000	0.52	No	37	No	Oil	3	1464	57	2	1	3	1
189000	0.35	No	20	No	Gas	3	1301	40	2	0	2	1
499000	0.06	No	0	No	Oil	5	2161	62	2	1	3	1
85000	1	No	11	No	Electric	3	1056	41	1	0	3	0
212000	0.34	No	21	No	Gas	3	1508	51	1	1	3	0
240000	0.6	No	35	No	Oil	3	2708	64	2	1	5	2
192300	1.59	No	0	Yes	Oil	3	1806	52	2	1	3	1
218000	1.24	No	4	Yes	Oil	3	2187	64	2	1	4	1
210225	0.7	No	1	No	Oil	3	2404	57	2	1	4	0
198500	0.4	No	34	Yes	Oil	3	1326	57	1	1	3	1
238000	0.33	No	2	No	Oil	3	1984	64	2	1	3	1
155000	1.38	No	34	No	Oil	3	2307	82	1	1	2	1
839000	1	No	4	Yes	Oil	4	4544	62	4	1	4	1
122500	0.15	No	18	No	Gas	3	1184	54	1	1	2	0
97500	0.16	No	20	No	Gas	3	912	54	1	1	2	0
154000	0.14	No	20	No	Oil	3	1480	64	1	1	3	1
230000	0.58	No	70	No	Oil	3	1554	62	1	0	3	0
209900	0.17	No	83	No	Oil	4	1184	57	1	0	3	0
187628	0.01	No	0	Yes	Oil	3	1496	57	2	0	2	1
280000	0.3	No	1	Yes	Oil	3	1883	63	2	0	3	1
295000	0.95	No	9	No	Oil	3	2380	82	2	1	3	1
225000	0.77	No	50	No	Electric	3	792	20	1	0	2	1
147423	0.16	No	19	No	Gas	3	912	40	1	1	2	1
160000	0.15	No	18	No	Gas	3	1385	40	1	1	2	0
105000	0.49	No	227	No	Electric	3	1300	64	2	0	3	1
137900	0.14	No	12	Yes	Oil	3	1352	64	1	1	2	0
136000	0.27	No	24	No	Oil	3	1576	64	2	1	3	0
172165	0.24	No	35	Yes	Oil	3	1112	57	1	0	3	0
224690	0.52	No	1	Yes	Oil	3	2285	64	2	1	4	1
180000	0.46	No	36	Yes	Oil	3	1922	63	1	1	4	1
84000	0.8	No	56	No	Electric	3	1008	71	1	0	2	1
120000	0.14	No	31	No	Oil	3	1287	63	1	1	3	0
293500	0.49	No	10	Yes	Oil	3	1904	63	2	1	4	1
139900	0.36	No	22	No	Gas	3	1324	64	1	0	3	0
160000	0.16	No	21	No	Gas	3	1184	40	2	0	3	0
335610	0.41	No	1	Yes	Oil	3	2950	63	2	1	4	1
229000	0.75	No	8	No	Oil	3	1344	36	2	0	3	0
215270	0.54	Yes	116	No	Electric	3	1266	50	1	1	3	0
65000	0.22	No	73	No	Oil	3	1029	82	1	0	3	0
65000	0.27	No	75	No	Oil	3	1200	36	1	0	2	0
199000	1.36	No	52	No	Electric	3	1652	40	1	0	3	0
435500	0.05	No	2	Yes	Oil	5	3030	62	2	1	4	1
130000	0.19	No	21	No	Oil	3	1206	63	1	1	2	1
279000	0.19	No	1	Yes	Oil	3	2448	57	2	1	4	1
184350	0.59	No	0	No	Oil	3	2161	64	2	1	4	1
138000	0.15	No	20	No	Gas	3	912	40	1	1	2	0
220000	0.4	No	3	No	Oil	4	1664	23	2	0	3	0
192800	0.46	No	32	No	Electric	3	1304	62	1	0	3	1
269000	0.49	No	17	Yes	Oil	3	1605	61	1	1	3	1
208000	0.27	No	3	Yes	Oil	3	1557	64	2	1	3	1
129000	0.39	No	9	No	Electric	3	1484	39	2	1	3	1
243000	0.52	No	105	No	Electric	3	2105	50	1	0	5	0
128850	0.92	No	16	No	Gas	3	824	45	1	1	3	0
159400	0.52	No	8	No	Oil	3	1176	36	2	0	3	0
125000	2.04	No	80	No	Oil	3	1460	57	1	0	1	1
271500	0.46	No	16	Yes	Oil	3	2324	64	2	1	4	1
220000	0.63	No	20	No	Oil	3	1596	52	2	0	3	1
235000	5.2	No	27	Yes	Gas	3	2828	64	2	1	3	1
218000	0.21	No	142	No	Electric	3	1428	57	1	0	3	0
233500	0.41	No	20	No	Oil	3	1652	64	1	1	3	0
362500	0.02	No	17	Yes	Oil	3	1860	62	2	1	2	1
86125	0.01	No	14	No	Oil	3	960	33	1	1	2	0
190100	0.48	No	27	No	Oil	3	1872	52	2	1	4	1
327670	0.31	No	0	No	Oil	3	2555	64	2	1	3	1
134250	0.24	No	3	No	Electric	3	1456	21	2	0	3	0
340000	0.49	No	17	Yes	Oil	3	2360	64	2	1	4	1
216300	0.1	No	0	No	Oil	3	2360	52	2	1	4	0
140595	0.42	No	71	No	Electric	3	1350	61	1	0	3	0
270000	0.68	No	16	No	Gas	3	2016	38	1	1	3	0
53000	0.24	No	155	No	Oil	3	792	36	1	0	2	0
259000	0.91	No	28	No	Electric	2	832	57	1	0	2	0
264894	0.56	No	42	Yes	Oil	3	2900	61	2	1	6	1
82900	0.38	No	19	No	Oil	2	1055	57	1	0	2	0
60000	0.01	No	12	No	Oil	3	960	57	1	1	2	0
275000	0.46	No	6	Yes	Oil	3	2005	64	2	1	4	1
189400	1	No	1	No	Oil	4	2234	27	2	1	4	0
445000	1	No	8	Yes	Electric	4	3147	60	2	1	3	1
199100	0.14	No	13	Yes	Oil	3	1352	63	1	1	2	1
124000	0.06	No	19	No	Gas	3	1314	63	1	1	2	0
360000	0.5	No	13	Yes	Oil	3	3042	64	2	1	4	1
299000	1	No	16	Yes	Electric	3	2102	62	2	1	3	1
164000	0.68	No	16	No	Oil	3	1774	54	2	0	4	0
92000	0.17	No	16	Yes	Oil	3	1480	52	2	1	2	1
620000	0.53	No	23	No	Oil	4	3250	62	2	1	3	2
220000	1.24	No	25	No	Gas	3	2008	64	1	1	3	0
225000	0.03	No	8	Yes	Oil	4	1735	57	2	1	3	1
155000	0.22	No	39	Yes	Oil	3	1008	57	1	0	3	0
227000	1.2	No	20	Yes	Electric	3	2708	64	2	0	4	0
186900	2	No	0	No	Oil	3	2148	52	2	1	4	1
475000	0.66	No	0	Yes	Oil	3	2868	64	3	1	5	1
128800	0.35	No	0	Yes	Oil	3	1040	44	1	0	2	0
193056	0.17	No	0	No	Oil	3	1785	52	2	1	3	1
131000	0.46	No	43	No	Electric	3	1107	71	1	0	3	1
565000	0.26	No	7	Yes	Oil	3	2688	57	2	1	3	1
95000	0.62	No	23	No	Gas	3	960	57	1	0	4	0
162409	0.93	No	0	No	Oil	3	1650	36	2	1	3	0
121500	0.14	No	84	No	Oil	3	2576	41	2	0	5	0
445000	1	No	13	No	Oil	3	3208	62	2	1	4	1
254900	0.73	No	3	No	Oil	3	2240	64	3	0	4	0
162000	0.42	No	18	No	Gas	3	1656	50	1	1	3	0
570900	4	No	2	Yes	Oil	3	2228	50	2	1	3	1
200000	0.55	No	33	Yes	Oil	3	2468	64	2	0	3	1
210900	0.24	No	34	Yes	Oil	3	1120	62	1	1	3	1
315000	0.69	No	11	Yes	Oil	3	2172	57	2	1	3	1
107500	0.15	No	16	No	Oil	3	912	52	1	1	2	0
152400	1	No	210	No	Electric	3	1200	52	1	1	2	0
175000	0.34	No	27	No	Oil	3	1664	57	1	1	3	1
174000	0.13	No	16	Yes	Oil	3	1120	64	1	1	2	1
190000	0.57	No	35	Yes	Oil	3	2064	64	2	1	4	1
209268	0.5	No	0	No	Oil	5	1916	54	2	1	4	1
350000	0.5	No	18	Yes	Oil	3	2162	64	2	1	4	1
137000	0.08	No	21	No	Gas	3	1375	63	1	1	2	1
89000	0.1	No	133	No	Oil	3	2569	51	2	0	2	0
210860	0.31	No	0	Yes	Oil	3	1973	63	2	1	3	1
93500	0.64	No	41	No	Gas	3	1580	44	2	0	4	0
177500	5	No	123	Yes	Electric	3	1728	64	2	0	3	0
145000	0.16	No	19	No	Gas	3	1184	40	2	0	3	1
225000	0.2	No	52	No	Oil	3	1762	62	2	0	4	0
185000	0.31	No	36	No	Electric	2	1036	57	1	1	2	0
166000	0.06	No	6	No	Oil	3	1485	63	2	0	3	0
136900	0.15	No	18	No	Oil	3	1628	54	2	1	3	1
209000	0.48	No	30	No	Oil	3	1559	63	1	1	3	1
202000	0.55	No	4	Yes	Oil	3	1460	57	1	1	3	0
105000	0.26	No	50	No	Oil	3	1596	44	1	0	4	0
378000	0.62	No	14	No	Electric	3	3329	54	1	1	3	0
180000	0.48	No	20	Yes	Oil	3	1530	57	2	0	3	1
174900	0.34	No	4	No	Electric	3	1976	45	2	1	4	1
344100	1.05	No	40	Yes	Oil	4	2608	52	2	1	4	2
437000	1.51	No	1	Yes	Oil	3	2988	64	2	1	4	1
325000	0.38	No	4	No	Oil	3	2569	40	2	1	3	0
327000	0.67	No	5	Yes	Oil	3	1682	57	2	0	2	1
148000	1	No	17	No	Electric	3	1400	38	1	1	3	0
128000	0.15	No	19	No	Oil	3	1168	54	1	1	2	0
405000	1.1	No	12	Yes	Oil	3	2826	64	2	1	4	1
365000	0.62	No	3	No	Oil	3	2896	63	2	1	4	1
382406	0.44	No	1	Yes	Oil	3	2712	51	2	1	4	1
264500	0.46	No	34	No	Oil	3	2376	64	2	1	4	2
900000	0.42	No	114	Yes	Oil	3	4108	57	2	1	3	1
82200	0.11	No	49	Yes	Electric	3	965	57	1	0	2	0
165900	0.18	No	11	Yes	Oil	3	1352	63	1	1	2	0
172500	0.36	No	20	No	Gas	3	1302	54	1	1	3	1
239000	0.5	No	1	No	Oil	3	2308	64	2	1	4	1
335000	0.92	No	16	Yes	Oil	3	2274	64	2	1	4	1
232000	0.27	No	63	No	Electric	4	1224	57	1	0	2	0
174997	0.22	No	17	No	Oil	3	1480	40	1	1	3	0
115000	0.08	No	17	Yes	Oil	3	1302	64	1	1	2	0
205000	0.8	No	28	No	Oil	3	2488	57	2	1	4	1
150000	0.42	No	56	No	Electric	3	1328	63	1	0	3	0
187500	0.59	No	32	No	Oil	3	1857	64	2	1	4	1
152000	0.15	No	19	No	Gas	3	1385	51	1	1	2	0
152000	0.08	No	20	No	Gas	3	1480	64	1	1	3	0
132500	0.36	No	33	No	Oil	3	1368	57	1	0	3	0
185000	0.29	No	30	Yes	Oil	3	1738	57	2	1	4	0
142500	0.32	No	26	Yes	Oil	3	1260	52	2	1	2	2
329321	0.47	No	1	No	Oil	3	2668	63	2	1	4	1
145000	0.1	No	30	Yes	Oil	3	1287	63	1	1	3	0
238000	0.84	No	3	Yes	Oil	3	2064	57	2	1	4	1
222000	0.33	No	26	Yes	Oil	3	1400	64	2	0	3	1
121000	0.52	No	6	No	Oil	3	1164	44	2	0	3	0
327500	1.47	No	19	Yes	Gas	3	3150	63	2	1	5	1
415000	0.12	No	126	No	Oil	3	2126	57	2	0	3	0
95000	0.16	No	19	No	Gas	3	912	52	1	1	2	0
162000	1	No	13	No	Oil	3	1008	41	1	0	2	0
329900	0.5	No	9	Yes	Oil	3	2368	63	2	1	4	1
189150	0.49	No	28	Yes	Oil	3	1955	63	1	1	4	1
243000	1.4	No	33	No	Electric	3	1196	40	2	0	3	1
121000	0.21	No	37	No	Oil	3	1992	51	1	0	3	0
385900	0.4	No	1	Yes	Oil	3	3008	61	2	1	4	1
314230	0.51	No	1	Yes	Oil	5	2686	62	3	0	4	1
177000	0.3	No	34	Yes	Oil	3	1282	57	1	0	4	0
186120	0.2	No	1	No	Oil	3	1392	54	2	0	2	0
99900	0.11	No	119	No	Electric	3	1713	57	1	1	3	0
186500	0.34	No	46	Yes	Oil	3	1128	64	1	0	3	0
186000	0.76	No	54	No	Electric	3	1637	52	1	1	3	0
189900	0.38	No	19	No	Gas	3	1632	63	2	1	3	1
218800	0.46	No	11	No	Oil	3	1610	63	2	1	3	1
128000	1	No	50	No	Electric	3	792	40	1	0	2	0
239900	0.42	No	30	Yes	Oil	3	2259	63	2	1	4	1
239900	0.05	No	14	Yes	Oil	3	1512	40	1	1	3	1
197500	0.41	No	37	Yes	Oil	3	1674	63	1	1	3	1
299900	0.43	No	5	Yes	Oil	3	2084	64	2	1	3	2
295000	0.2	No	90	No	Oil	3	1272	57	1	1	3	0
211000	0.27	No	26	Yes	Oil	3	1758	63	2	0	4	1
172500	0.31	No	9	No	Oil	3	1004	54	1	0	2	0
150000	0.46	No	10	No	Oil	3	936	64	1	0	2	0
95000	0.17	No	15	No	Oil	3	1480	52	2	1	2	0
123500	0.18	No	20	No	Oil	3	1215	63	1	1	2	1
120000	0.24	No	113	No	Oil	2	1372	64	1	0	3	1
223298	0.56	No	13	No	Electric	4	1946	27	3	1	3	1
385000	2.21	No	0	No	Oil	3	2957	63	2	1	4	1
176900	0.7	No	11	No	Oil	3	1826	52	2	1	3	1
177500	0.33	No	18	No	Gas	3	1561	54	1	1	3	0
157900	0.44	No	31	No	Oil	3	1464	71	2	0	3	1
395520	0.55	No	0	Yes	Oil	3	3420	64	2	1	4	1
211000	0.53	No	33	No	Oil	3	1898	63	2	1	4	1
153238	0.44	No	7	Yes	Oil	3	1324	52	2	0	3	0
